season,state,zone,climate,population,epi_week_of_season,week_start,iso_year,iso_week,cases,hospitalizations,deaths,cases_per_100k,hosp_per_100k,deaths_per_100k
2023/2024,Kogi,NC,savanna,5053734,46,2024-05-13,2024,20,718,26,0,14.207,0.514,0.0
2023/2024,Kogi,NC,savanna,5053734,47,2024-05-20,2024,21,544,11,0,10.764,0.218,0.0
2023/2024,Kogi,NC,savanna,5053734,48,2024-05-27,2024,22,789,6,2,15.612,0.119,0.04
2023/2024,Kogi,NC,savanna,5053734,49,2024-06-03,2024,23,672,13,1,13.297,0.257,0.02
2023/2024,Kogi,NC,savanna,5053734,50,2024-06-10,2024,24,462,13,0,9.142,0.257,0.0
2023/2024,Kogi,NC,savanna,5053734,51,2024-06-17,2024,25,745,12,3,14.742,0.237,0.059
2023/2024,Kogi,NC,savanna,5053734,52,2024-06-24,2024,26,1112,13,0,22.004,0.257,0.0
2023/2024,Abia,SE,tropical,4841943,1,2023-07-03,2023,27,5181,68,4,107.002,1.404,0.083
2023/2024,Abia,SE,tropical,4841943,2,2023-07-10,2023,28,672,7,0,13.879,0.145,0.0
2023/2024,Abia,SE,tropical,4841943,3,2023-07-17,2023,29,397,13,0,8.199,0.268,0.0
2023/2024,Abia,SE,tropical,4841943,4,2023-07-24,2023,30,1029,8,1,21.252,0.165,0.021
2023/2024,Abia,SE,tropical,4841943,5,2023-07-31,2023,31,348,12,0,7.187,0.248,0.0
2023/2024,Abia,SE,tropical,4841943,6,2023-08-07,2023,32,646,7,2,13.342,0.145,0.041
2023/2024,Abia,SE,tropical,4841943,7,2023-08-14,2023,33,1057,22,2,21.83,0.454,0.041
2023/2024,Abia,SE,tropical,4841943,8,2023-08-21,2023,34,1291,14,1,26.663,0.289,0.021
2023/2024,Abia,SE,tropical,4841943,9,2023-08-28,2023,35,1518,51,6,31.351,1.053,0.124
2023/2024,Abia,SE,tropical,4841943,10,2023-09-04,2023,36,5682,75,7,117.35,1.549,0.145
2023/2024,Abia,SE,tropical,4841943,11,2023-09-11,2023,37,10517,411,17,217.206,8.488,0.351
2023/2024,Abia,SE,tropical,4841943,12,2023-09-18,2023,38,53036,748,58,1095.345,15.448,1.198
2023/2024,Abia,SE,tropical,4841943,13,2023-09-25,2023,39,93217,1335,84,1925.198,27.572,1.735
2023/2024,Abia,SE,tropical,4841943,14,2023-10-02,2023,40,62853,890,92,1298.095,18.381,1.9
2023/2024,Abia,SE,tropical,4841943,15,2023-10-09,2023,41,47768,1118,67,986.546,23.09,1.384
2023/2024,Abia,SE,tropical,4841943,16,2023-10-16,2023,42,32883,465,40,679.128,9.604,0.826
2023/2024,Abia,SE,tropical,4841943,17,2023-10-23,2023,43,12862,197,1,265.637,4.069,0.021
2023/2024,Abia,SE,tropical,4841943,18,2023-10-30,2023,44,2278,50,1,47.047,1.033,0.021
2023/2024,Abia,SE,tropical,4841943,19,2023-11-06,2023,45,1135,6,2,23.441,0.124,0.041
2023/2024,Abia,SE,tropical,4841943,20,2023-11-13,2023,46,709,14,0,14.643,0.289,0.0
2023/2024,Abia,SE,tropical,4841943,21,2023-11-20,2023,47,740,18,3,15.283,0.372,0.062
2023/2024,Abia,SE,tropical,4841943,22,2023-11-27,2023,48,1042,27,2,21.52,0.558,0.041
2023/2024,Abia,SE,tropical,4841943,23,2023-12-04,2023,49,2219,12,3,45.829,0.248,0.062
2023/2024,Abia,SE,tropical,4841943,24,2023-12-11,2023,50,4552,44,2,94.012,0.909,0.041
2023/2024,Abia,SE,tropical,4841943,25,2023-12-18,2023,51,6374,97,5,131.641,2.003,0.103
2023/2024,Abia,SE,tropical,4841943,26,2023-12-25,2023,52,4508,102,5,93.103,2.107,0.103
2023/2024,Abia,SE,tropical,4841943,27,2024-01-01,2024,1,12603,100,4,260.288,2.065,0.083
2023/2024,Abia,SE,tropical,4841943,28,2024-01-08,2024,2,5316,97,4,109.791,2.003,0.083
2023/2024,Abia,SE,tropical,4841943,29,2024-01-15,2024,3,2606,69,5,53.821,1.425,0.103
2023/2024,Abia,SE,tropical,4841943,30,2024-01-22,2024,4,523,16,0,10.801,0.33,0.0
2023/2024,Abia,SE,tropical,4841943,31,2024-01-29,2024,5,752,12,1,15.531,0.248,0.021
2023/2024,Abia,SE,tropical,4841943,32,2024-02-05,2024,6,563,10,0,11.628,0.207,0.0
2023/2024,Abia,SE,tropical,4841943,33,2024-02-12,2024,7,447,5,2,9.232,0.103,0.041
2023/2024,Abia,SE,tropical,4841943,34,2024-02-19,2024,8,562,4,0,11.607,0.083,0.0
2023/2024,Abia,SE,tropical,4841943,35,2024-02-26,2024,9,508,8,0,10.492,0.165,0.0
2023/2024,Abia,SE,tropical,4841943,36,2024-03-04,2024,10,610,17,0,12.598,0.351,0.0
2023/2024,Abia,SE,tropical,4841943,37,2024-03-11,2024,11,1047,3,0,21.624,0.062,0.0
2023/2024,Abia,SE,tropical,4841943,38,2024-03-18,2024,12,773,14,0,15.965,0.289,0.0
2023/2024,Abia,SE,tropical,4841943,39,2024-03-25,2024,13,507,8,1,10.471,0.165,0.021
2023/2024,Abia,SE,tropical,4841943,40,2024-04-01,2024,14,432,13,0,8.922,0.268,0.0
2023/2024,Abia,SE,tropical,4841943,41,2024-04-08,2024,15,901,10,1,18.608,0.207,0.021
2023/2024,Abia,SE,tropical,4841943,42,2024-04-15,2024,16,624,10,0,12.887,0.207,0.0
2023/2024,Abia,SE,tropical,4841943,43,2024-04-22,2024,17,354,8,1,7.311,0.165,0.021
2023/2024,Abia,SE,tropical,4841943,44,2024-04-29,2024,18,466,9,1,9.624,0.186,0.021
2023/2024,Abia,SE,tropical,4841943,45,2024-05-06,2024,19,787,8,0,16.254,0.165,0.0
2023/2024,Abia,SE,tropical,4841943,46,2024-05-13,2024,20,657,15,1,13.569,0.31,0.021
2023/2024,Abia,SE,tropical,4841943,47,2024-05-20,2024,21,626,7,1,12.929,0.145,0.021
2023/2024,Abia,SE,tropical,4841943,48,2024-05-27,2024,22,503,5,0,10.388,0.103,0.0
2023/2024,Abia,SE,tropical,4841943,49,2024-06-03,2024,23,548,11,2,11.318,0.227,0.041
2023/2024,Abia,SE,tropical,4841943,50,2024-06-10,2024,24,552,15,0,11.4,0.31,0.0
2023/2024,Abia,SE,tropical,4841943,51,2024-06-17,2024,25,369,3,1,7.621,0.062,0.021
2023/2024,Abia,SE,tropical,4841943,52,2024-06-24,2024,26,569,9,0,11.751,0.186,0.0
2023/2024,FCT,NC,savanna,4802443,1,2023-07-03,2023,27,2586,65,5,53.848,1.353,0.104
2023/2024,FCT,NC,savanna,4802443,2,2023-07-10,2023,28,869,25,0,18.095,0.521,0.0
2023/2024,FCT,NC,savanna,4802443,3,2023-07-17,2023,29,793,17,1,16.512,0.354,0.021
2023/2024,FCT,NC,savanna,4802443,4,2023-07-24,2023,30,487,29,0,10.141,0.604,0.0
2023/2024,FCT,NC,savanna,4802443,5,2023-07-31,2023,31,408,15,1,8.496,0.312,0.021
2023/2024,FCT,NC,savanna,4802443,6,2023-08-07,2023,32,425,14,0,8.85,0.292,0.0
2023/2024,FCT,NC,savanna,4802443,7,2023-08-14,2023,33,804,16,3,16.741,0.333,0.062
2023/2024,FCT,NC,savanna,4802443,8,2023-08-21,2023,34,893,21,0,18.595,0.437,0.0
2023/2024,FCT,NC,savanna,4802443,9,2023-08-28,2023,35,1841,23,3,38.335,0.479,0.062
2023/2024,FCT,NC,savanna,4802443,10,2023-09-04,2023,36,2730,62,4,56.846,1.291,0.083
2023/2024,FCT,NC,savanna,4802443,11,2023-09-11,2023,37,4630,177,3,96.409,3.686,0.062
2023/2024,FCT,NC,savanna,4802443,12,2023-09-18,2023,38,11308,181,9,235.463,3.769,0.187
2023/2024,FCT,NC,savanna,4802443,13,2023-09-25,2023,39,30679,1076,27,638.821,22.405,0.562
2023/2024,FCT,NC,savanna,4802443,14,2023-10-02,2023,40,54601,814,29,1136.942,16.95,0.604
2023/2024,FCT,NC,savanna,4802443,15,2023-10-09,2023,41,110117,1744,50,2292.937,36.315,1.041
2023/2024,FCT,NC,savanna,4802443,16,2023-10-16,2023,42,45702,1075,67,951.641,22.384,1.395
2023/2024,FCT,NC,savanna,4802443,17,2023-10-23,2023,43,29211,408,32,608.253,8.496,0.666
2023/2024,FCT,NC,savanna,4802443,18,2023-10-30,2023,44,9228,216,8,192.152,4.498,0.167
2023/2024,FCT,NC,savanna,4802443,19,2023-11-06,2023,45,2670,36,3,55.597,0.75,0.062
2023/2024,FCT,NC,savanna,4802443,20,2023-11-13,2023,46,1180,30,0,24.571,0.625,0.0
2023/2024,FCT,NC,savanna,4802443,21,2023-11-20,2023,47,2006,24,0,41.77,0.5,0.0
2023/2024,FCT,NC,savanna,4802443,22,2023-11-27,2023,48,1786,15,2,37.189,0.312,0.042
2023/2024,FCT,NC,savanna,4802443,23,2023-12-04,2023,49,2890,98,4,60.178,2.041,0.083
2023/2024,FCT,NC,savanna,4802443,24,2023-12-11,2023,50,5899,119,2,122.833,2.478,0.042
2023/2024,FCT,NC,savanna,4802443,25,2023-12-18,2023,51,5542,127,12,115.4,2.644,0.25
2023/2024,FCT,NC,savanna,4802443,26,2023-12-25,2023,52,10453,179,16,217.66,3.727,0.333
2023/2024,FCT,NC,savanna,4802443,27,2024-01-01,2024,1,12368,233,9,257.536,4.852,0.187
2023/2024,FCT,NC,savanna,4802443,28,2024-01-08,2024,2,9624,209,6,200.398,4.352,0.125
2023/2024,FCT,NC,savanna,4802443,29,2024-01-15,2024,3,4914,66,3,102.323,1.374,0.062
2023/2024,FCT,NC,savanna,4802443,30,2024-01-22,2024,4,1697,25,0,35.336,0.521,0.0
2023/2024,FCT,NC,savanna,4802443,31,2024-01-29,2024,5,1462,13,1,30.443,0.271,0.021
2023/2024,FCT,NC,savanna,4802443,32,2024-02-05,2024,6,1033,14,1,21.51,0.292,0.021
2023/2024,FCT,NC,savanna,4802443,33,2024-02-12,2024,7,588,16,1,12.244,0.333,0.021
2023/2024,FCT,NC,savanna,4802443,34,2024-02-19,2024,8,579,8,1,12.056,0.167,0.021
2023/2024,FCT,NC,savanna,4802443,35,2024-02-26,2024,9,698,9,0,14.534,0.187,0.0
2023/2024,FCT,NC,savanna,4802443,36,2024-03-04,2024,10,753,9,1,15.68,0.187,0.021
2023/2024,FCT,NC,savanna,4802443,37,2024-03-11,2024,11,652,13,2,13.576,0.271,0.042
2023/2024,FCT,NC,savanna,4802443,38,2024-03-18,2024,12,842,14,1,17.533,0.292,0.021
2023/2024,FCT,NC,savanna,4802443,39,2024-03-25,2024,13,600,16,0,12.494,0.333,0.0
2023/2024,FCT,NC,savanna,4802443,40,2024-04-01,2024,14,1044,6,0,21.739,0.125,0.0
2023/2024,FCT,NC,savanna,4802443,41,2024-04-08,2024,15,1040,18,1,21.656,0.375,0.021
2023/2024,FCT,NC,savanna,4802443,42,2024-04-15,2024,16,566,10,0,11.786,0.208,0.0
2023/2024,FCT,NC,savanna,4802443,43,2024-04-22,2024,17,852,20,1,17.741,0.416,0.021
2023/2024,FCT,NC,savanna,4802443,44,2024-04-29,2024,18,843,24,0,17.554,0.5,0.0
2023/2024,FCT,NC,savanna,4802443,45,2024-05-06,2024,19,695,18,2,14.472,0.375,0.042
2023/2024,FCT,NC,savanna,4802443,46,2024-05-13,2024,20,657,16,0,13.681,0.333,0.0
2023/2024,FCT,NC,savanna,4802443,47,2024-05-20,2024,21,718,21,1,14.951,0.437,0.021
2023/2024,FCT,NC,savanna,4802443,48,2024-05-27,2024,22,636,16,1,13.243,0.333,0.021
2023/2024,FCT,NC,savanna,4802443,49,2024-06-03,2024,23,629,8,2,13.098,0.167,0.042
2023/2024,FCT,NC,savanna,4802443,50,2024-06-10,2024,24,806,3,1,16.783,0.062,0.021
2023/2024,FCT,NC,savanna,4802443,51,2024-06-17,2024,25,476,20,1,9.912,0.416,0.021
2023/2024,FCT,NC,savanna,4802443,52,2024-06-24,2024,26,567,10,1,11.806,0.208,0.021
2023/2024,Gombe,NE,sahel,4623462,1,2023-07-03,2023,27,5108,65,8,110.48,1.406,0.173
2023/2024,Gombe,NE,sahel,4623462,2,2023-07-10,2023,28,1356,19,1,29.329,0.411,0.022
2023/2024,Gombe,NE,sahel,4623462,3,2023-07-17,2023,29,904,13,3,19.552,0.281,0.065
2023/2024,Gombe,NE,sahel,4623462,4,2023-07-24,2023,30,912,14,1,19.725,0.303,0.022
2023/2024,Gombe,NE,sahel,4623462,5,2023-07-31,2023,31,1085,10,2,23.467,0.216,0.043
2023/2024,Gombe,NE,sahel,4623462,6,2023-08-07,2023,32,1072,13,1,23.186,0.281,0.022
2023/2024,Gombe,NE,sahel,4623462,7,2023-08-14,2023,33,1011,19,0,21.867,0.411,0.0
2023/2024,Gombe,NE,sahel,4623462,8,2023-08-21,2023,34,900,12,2,19.466,0.26,0.043
2023/2024,Gombe,NE,sahel,4623462,9,2023-08-28,2023,35,1177,8,2,25.457,0.173,0.043
2023/2024,Gombe,NE,sahel,4623462,10,2023-09-04,2023,36,1184,13,6,25.609,0.281,0.13
2023/2024,Gombe,NE,sahel,4623462,11,2023-09-11,2023,37,1389,8,1,30.042,0.173,0.022
2023/2024,Gombe,NE,sahel,4623462,12,2023-09-18,2023,38,2426,63,8,52.472,1.363,0.173
2023/2024,Gombe,NE,sahel,4623462,13,2023-09-25,2023,39,6617,59,18,143.118,1.276,0.389
2023/2024,Gombe,NE,sahel,4623462,14,2023-10-02,2023,40,23359,263,27,505.227,5.688,0.584
2023/2024,Gombe,NE,sahel,4623462,15,2023-10-09,2023,41,39421,368,39,852.629,7.959,0.844
2023/2024,Gombe,NE,sahel,4623462,16,2023-10-16,2023,42,35437,1057,104,766.46,22.862,2.249
2023/2024,Gombe,NE,sahel,4623462,17,2023-10-23,2023,43,54575,703,152,1180.393,15.205,3.288
2023/2024,Gombe,NE,sahel,4623462,18,2023-10-30,2023,44,36299,336,54,785.104,7.267,1.168
2023/2024,Gombe,NE,sahel,4623462,19,2023-11-06,2023,45,16539,121,33,357.719,2.617,0.714
2023/2024,Gombe,NE,sahel,4623462,20,2023-11-13,2023,46,3601,43,1,77.885,0.93,0.022
2023/2024,Gombe,NE,sahel,4623462,21,2023-11-20,2023,47,1662,26,1,35.947,0.562,0.022
2023/2024,Gombe,NE,sahel,4623462,22,2023-11-27,2023,48,1937,43,5,41.895,0.93,0.108
2023/2024,Gombe,NE,sahel,4623462,23,2023-12-04,2023,49,4134,38,14,89.414,0.822,0.303
2023/2024,Gombe,NE,sahel,4623462,24,2023-12-11,2023,50,4502,92,4,97.373,1.99,0.087
2023/2024,Gombe,NE,sahel,4623462,25,2023-12-18,2023,51,11437,162,10,247.369,3.504,0.216
2023/2024,Gombe,NE,sahel,4623462,26,2023-12-25,2023,52,7214,161,32,156.03,3.482,0.692
2023/2024,Gombe,NE,sahel,4623462,27,2024-01-01,2024,1,18532,213,31,400.825,4.607,0.67
2023/2024,Gombe,NE,sahel,4623462,28,2024-01-08,2024,2,9257,161,27,200.218,3.482,0.584
2023/2024,Gombe,NE,sahel,4623462,29,2024-01-15,2024,3,6714,92,4,145.216,1.99,0.087
2023/2024,Gombe,NE,sahel,4623462,30,2024-01-22,2024,4,1373,33,7,29.696,0.714,0.151
2023/2024,Gombe,NE,sahel,4623462,31,2024-01-29,2024,5,1772,12,3,38.326,0.26,0.065
2023/2024,Gombe,NE,sahel,4623462,32,2024-02-05,2024,6,1506,9,1,32.573,0.195,0.022
2023/2024,Gombe,NE,sahel,4623462,33,2024-02-12,2024,7,853,12,2,18.449,0.26,0.043
2023/2024,Gombe,NE,sahel,4623462,34,2024-02-19,2024,8,879,7,1,19.012,0.151,0.022
2023/2024,Gombe,NE,sahel,4623462,35,2024-02-26,2024,9,719,11,1,15.551,0.238,0.022
2023/2024,Gombe,NE,sahel,4623462,36,2024-03-04,2024,10,1149,12,1,24.852,0.26,0.022
2023/2024,Gombe,NE,sahel,4623462,37,2024-03-11,2024,11,1380,13,0,29.848,0.281,0.0
2023/2024,Gombe,NE,sahel,4623462,38,2024-03-18,2024,12,1076,17,1,23.273,0.368,0.022
2023/2024,Gombe,NE,sahel,4623462,39,2024-03-25,2024,13,1087,11,3,23.511,0.238,0.065
2023/2024,Gombe,NE,sahel,4623462,40,2024-04-01,2024,14,646,19,0,13.972,0.411,0.0
2023/2024,Gombe,NE,sahel,4623462,41,2024-04-08,2024,15,817,6,1,17.671,0.13,0.022
2023/2024,Gombe,NE,sahel,4623462,42,2024-04-15,2024,16,519,6,3,11.225,0.13,0.065
2023/2024,Gombe,NE,sahel,4623462,43,2024-04-22,2024,17,1335,11,3,28.874,0.238,0.065
2023/2024,Gombe,NE,sahel,4623462,44,2024-04-29,2024,18,1222,13,3,26.43,0.281,0.065
2023/2024,Gombe,NE,sahel,4623462,45,2024-05-06,2024,19,694,14,1,15.01,0.303,0.022
2023/2024,Gombe,NE,sahel,4623462,46,2024-05-13,2024,20,743,5,0,16.07,0.108,0.0
2023/2024,Gombe,NE,sahel,4623462,47,2024-05-20,2024,21,807,10,1,17.454,0.216,0.022
2023/2024,Gombe,NE,sahel,4623462,48,2024-05-27,2024,22,656,10,1,14.189,0.216,0.022
2023/2024,Gombe,NE,sahel,4623462,49,2024-06-03,2024,23,747,15,3,16.157,0.324,0.065
2023/2024,Gombe,NE,sahel,4623462,50,2024-06-10,2024,24,896,16,2,19.379,0.346,0.043
2023/2024,Gombe,NE,sahel,4623462,51,2024-06-17,2024,25,993,13,0,21.477,0.281,0.0
2023/2024,Gombe,NE,sahel,4623462,52,2024-06-24,2024,26,557,8,2,12.047,0.173,0.043
2023/2024,Yobe,NE,sahel,4350401,1,2023-07-03,2023,27,3863,43,6,88.796,0.988,0.138
2023/2024,Yobe,NE,sahel,4350401,2,2023-07-10,2023,28,794,4,0,18.251,0.092,0.0
2023/2024,Yobe,NE,sahel,4350401,3,2023-07-17,2023,29,1217,5,1,27.974,0.115,0.023
2023/2024,Yobe,NE,sahel,4350401,4,2023-07-24,2023,30,587,7,2,13.493,0.161,0.046
2023/2024,Yobe,NE,sahel,4350401,5,2023-07-31,2023,31,719,12,2,16.527,0.276,0.046
2023/2024,Yobe,NE,sahel,4350401,6,2023-08-07,2023,32,437,15,0,10.045,0.345,0.0
2023/2024,Yobe,NE,sahel,4350401,7,2023-08-14,2023,33,1035,5,1,23.791,0.115,0.023
2023/2024,Yobe,NE,sahel,4350401,8,2023-08-21,2023,34,908,8,2,20.872,0.184,0.046
2023/2024,Yobe,NE,sahel,4350401,9,2023-08-28,2023,35,1033,9,4,23.745,0.207,0.092
2023/2024,Yobe,NE,sahel,4350401,10,2023-09-04,2023,36,1381,9,2,31.744,0.207,0.046
2023/2024,Yobe,NE,sahel,4350401,11,2023-09-11,2023,37,1849,37,2,42.502,0.85,0.046
2023/2024,Yobe,NE,sahel,4350401,12,2023-09-18,2023,38,2456,36,4,56.455,0.828,0.092
2023/2024,Yobe,NE,sahel,4350401,13,2023-09-25,2023,39,7133,95,17,163.962,2.184,0.391
2023/2024,Yobe,NE,sahel,4350401,14,2023-10-02,2023,40,17860,182,25,410.537,4.184,0.575
2023/2024,Yobe,NE,sahel,4350401,15,2023-10-09,2023,41,44645,473,105,1026.227,10.873,2.414
2023/2024,Yobe,NE,sahel,4350401,16,2023-10-16,2023,42,49113,454,103,1128.93,10.436,2.368
2023/2024,Yobe,NE,sahel,4350401,17,2023-10-23,2023,43,37356,603,66,858.679,13.861,1.517
2023/2024,Yobe,NE,sahel,4350401,18,2023-10-30,2023,44,31978,421,70,735.059,9.677,1.609
2023/2024,Yobe,NE,sahel,4350401,19,2023-11-06,2023,45,10726,154,25,246.552,3.54,0.575
2023/2024,Yobe,NE,sahel,4350401,20,2023-11-13,2023,46,3189,43,11,73.304,0.988,0.253
2023/2024,Yobe,NE,sahel,4350401,21,2023-11-20,2023,47,1952,21,2,44.869,0.483,0.046
2023/2024,Yobe,NE,sahel,4350401,22,2023-11-27,2023,48,1902,23,5,43.72,0.529,0.115
2023/2024,Yobe,NE,sahel,4350401,23,2023-12-04,2023,49,5164,25,6,118.702,0.575,0.138
2023/2024,Yobe,NE,sahel,4350401,24,2023-12-11,2023,50,5043,72,12,115.92,1.655,0.276
2023/2024,Yobe,NE,sahel,4350401,25,2023-12-18,2023,51,11913,68,12,273.837,1.563,0.276
2023/2024,Yobe,NE,sahel,4350401,26,2023-12-25,2023,52,15454,238,25,355.232,5.471,0.575
2023/2024,Yobe,NE,sahel,4350401,27,2024-01-01,2024,1,20386,95,21,468.6,2.184,0.483
2023/2024,Yobe,NE,sahel,4350401,28,2024-01-08,2024,2,13127,134,8,301.742,3.08,0.184
2023/2024,Yobe,NE,sahel,4350401,29,2024-01-15,2024,3,4080,68,5,93.784,1.563,0.115
2023/2024,Yobe,NE,sahel,4350401,30,2024-01-22,2024,4,2496,22,4,57.374,0.506,0.092
2023/2024,Yobe,NE,sahel,4350401,31,2024-01-29,2024,5,708,9,1,16.274,0.207,0.023
2023/2024,Yobe,NE,sahel,4350401,32,2024-02-05,2024,6,1127,20,1,25.906,0.46,0.023
2023/2024,Yobe,NE,sahel,4350401,33,2024-02-12,2024,7,1337,8,2,30.733,0.184,0.046
2023/2024,Yobe,NE,sahel,4350401,34,2024-02-19,2024,8,589,6,2,13.539,0.138,0.046
2023/2024,Yobe,NE,sahel,4350401,35,2024-02-26,2024,9,1064,9,0,24.458,0.207,0.0
2023/2024,Yobe,NE,sahel,4350401,36,2024-03-04,2024,10,1215,3,1,27.928,0.069,0.023
2023/2024,Yobe,NE,sahel,4350401,37,2024-03-11,2024,11,584,14,0,13.424,0.322,0.0
2023/2024,Yobe,NE,sahel,4350401,38,2024-03-18,2024,12,1587,7,2,36.479,0.161,0.046
2023/2024,Yobe,NE,sahel,4350401,39,2024-03-25,2024,13,740,10,6,17.01,0.23,0.138
2023/2024,Yobe,NE,sahel,4350401,40,2024-04-01,2024,14,913,18,4,20.987,0.414,0.092
2023/2024,Yobe,NE,sahel,4350401,41,2024-04-08,2024,15,526,9,2,12.091,0.207,0.046
2023/2024,Yobe,NE,sahel,4350401,42,2024-04-15,2024,16,807,9,0,18.55,0.207,0.0
2023/2024,Yobe,NE,sahel,4350401,43,2024-04-22,2024,17,841,17,1,19.332,0.391,0.023
2023/2024,Yobe,NE,sahel,4350401,44,2024-04-29,2024,18,464,12,1,10.666,0.276,0.023
2023/2024,Yobe,NE,sahel,4350401,45,2024-05-06,2024,19,1053,6,1,24.205,0.138,0.023
2023/2024,Yobe,NE,sahel,4350401,46,2024-05-13,2024,20,678,11,4,15.585,0.253,0.092
2023/2024,Yobe,NE,sahel,4350401,47,2024-05-20,2024,21,715,9,2,16.435,0.207,0.046
2023/2024,Yobe,NE,sahel,4350401,48,2024-05-27,2024,22,880,4,2,20.228,0.092,0.046
2023/2024,Yobe,NE,sahel,4350401,49,2024-06-03,2024,23,413,7,0,9.493,0.161,0.0
2023/2024,Yobe,NE,sahel,4350401,50,2024-06-10,2024,24,338,4,2,7.769,0.092,0.046
2023/2024,Yobe,NE,sahel,4350401,51,2024-06-17,2024,25,1055,3,3,24.251,0.069,0.069
2023/2024,Yobe,NE,sahel,4350401,52,2024-06-24,2024,26,1251,9,3,28.756,0.207,0.069
2023/2024,Taraba,NE,savanna,4331885,1,2023-07-03,2023,27,2785,27,4,64.291,0.623,0.092
2023/2024,Taraba,NE,savanna,4331885,2,2023-07-10,2023,28,864,13,1,19.945,0.3,0.023
2023/2024,Taraba,NE,savanna,4331885,3,2023-07-17,2023,29,584,5,2,13.481,0.115,0.046
2023/2024,Taraba,NE,savanna,4331885,4,2023-07-24,2023,30,702,10,0,16.205,0.231,0.0
2023/2024,Taraba,NE,savanna,4331885,5,2023-07-31,2023,31,592,10,0,13.666,0.231,0.0
2023/2024,Taraba,NE,savanna,4331885,6,2023-08-07,2023,32,801,13,3,18.491,0.3,0.069
2023/2024,Taraba,NE,savanna,4331885,7,2023-08-14,2023,33,542,3,3,12.512,0.069,0.069
2023/2024,Taraba,NE,savanna,4331885,8,2023-08-21,2023,34,1210,15,1,27.932,0.346,0.023
2023/2024,Taraba,NE,savanna,4331885,9,2023-08-28,2023,35,1311,33,5,30.264,0.762,0.115
2023/2024,Taraba,NE,savanna,4331885,10,2023-09-04,2023,36,2100,23,4,48.478,0.531,0.092
2023/2024,Taraba,NE,savanna,4331885,11,2023-09-11,2023,37,3868,55,8,89.291,1.27,0.185
2023/2024,Taraba,NE,savanna,4331885,12,2023-09-18,2023,38,13935,133,28,321.684,3.07,0.646
2023/2024,Taraba,NE,savanna,4331885,13,2023-09-25,2023,39,21792,426,33,503.06,9.834,0.762
2023/2024,Taraba,NE,savanna,4331885,14,2023-10-02,2023,40,54055,728,64,1247.84,16.806,1.477
2023/2024,Taraba,NE,savanna,4331885,15,2023-10-09,2023,41,53381,978,125,1232.281,22.577,2.886
2023/2024,Taraba,NE,savanna,4331885,16,2023-10-16,2023,42,76731,497,61,1771.307,11.473,1.408
2023/2024,Taraba,NE,savanna,4331885,17,2023-10-23,2023,43,23168,287,51,534.825,6.625,1.177
2023/2024,Taraba,NE,savanna,4331885,18,2023-10-30,2023,44,5386,99,16,124.334,2.285,0.369
2023/2024,Taraba,NE,savanna,4331885,19,2023-11-06,2023,45,2337,22,0,53.949,0.508,0.0
2023/2024,Taraba,NE,savanna,4331885,20,2023-11-13,2023,46,643,19,4,14.843,0.439,0.092
2023/2024,Taraba,NE,savanna,4331885,21,2023-11-20,2023,47,600,18,0,13.851,0.416,0.0
2023/2024,Taraba,NE,savanna,4331885,22,2023-11-27,2023,48,1741,24,2,40.19,0.554,0.046
2023/2024,Taraba,NE,savanna,4331885,23,2023-12-04,2023,49,2623,33,4,60.551,0.762,0.092
2023/2024,Taraba,NE,savanna,4331885,24,2023-12-11,2023,50,4833,57,7,111.568,1.316,0.162
2023/2024,Taraba,NE,savanna,4331885,25,2023-12-18,2023,51,7481,145,10,172.696,3.347,0.231
2023/2024,Taraba,NE,savanna,4331885,26,2023-12-25,2023,52,13418,102,4,309.75,2.355,0.092
2023/2024,Taraba,NE,savanna,4331885,27,2024-01-01,2024,1,17134,157,11,395.532,3.624,0.254
2023/2024,Taraba,NE,savanna,4331885,28,2024-01-08,2024,2,9207,88,24,212.54,2.031,0.554
2023/2024,Taraba,NE,savanna,4331885,29,2024-01-15,2024,3,4667,55,8,107.736,1.27,0.185
2023/2024,Taraba,NE,savanna,4331885,30,2024-01-22,2024,4,1263,33,1,29.156,0.762,0.023
2023/2024,Taraba,NE,savanna,4331885,31,2024-01-29,2024,5,1024,11,2,23.639,0.254,0.046
2023/2024,Taraba,NE,savanna,4331885,32,2024-02-05,2024,6,814,10,1,18.791,0.231,0.023
2023/2024,Taraba,NE,savanna,4331885,33,2024-02-12,2024,7,1000,10,0,23.085,0.231,0.0
2023/2024,Taraba,NE,savanna,4331885,34,2024-02-19,2024,8,483,11,1,11.15,0.254,0.023
2023/2024,Taraba,NE,savanna,4331885,35,2024-02-26,2024,9,521,13,0,12.027,0.3,0.0
2023/2024,Taraba,NE,savanna,4331885,36,2024-03-04,2024,10,876,6,1,20.222,0.139,0.023
2023/2024,Taraba,NE,savanna,4331885,37,2024-03-11,2024,11,699,11,1,16.136,0.254,0.023
2023/2024,Taraba,NE,savanna,4331885,38,2024-03-18,2024,12,721,4,0,16.644,0.092,0.0
2023/2024,Taraba,NE,savanna,4331885,39,2024-03-25,2024,13,735,11,1,16.967,0.254,0.023
2023/2024,Taraba,NE,savanna,4331885,40,2024-04-01,2024,14,730,13,5,16.852,0.3,0.115
2023/2024,Taraba,NE,savanna,4331885,41,2024-04-08,2024,15,358,12,4,8.264,0.277,0.092
